Date,Adj Close,Close,High,Low,Open,Volume
2014-09-17 00:00:00+00:00,457.3340148925781,457.3340148925781,468.17401123046875,452.4219970703125,465.8640137,21056800
2014-09-18 00:00:00+00:00,424.44000244140625,424.44000244140625,456.8599853515625,413.1040039,456.8599853515625,34483200
2014-09-19 00:00:00+00:00,394.7959899902344,394.7959899902344,427.8349914550781,384.5320129394531,424.1029968261719,37919700
2014-09-20 00:00:00+00:00,408.90399169921875,408.90399169921875,423.2959899902344,389.88299560546875,394.6730041503906,36863600
2014-09-21 00:00:00+00:00,398.8210144042969,398.8210144042969,412.4259948730469,393.1809997558594,408.0849914550781,26580100
2014-09-22 00:00:00+00:00,402.1520080566406,402.1520080566406,406.9159851074219,397.1300048828125,399.1000061035156,24127600
2014-09-23 00:00:00+00:00,435.7909851074219,435.7909851074219,441.5570068359375,396.1969909667969,402.0920104980469,45099500
2014-09-24 00:00:00+00:00,423.2049865722656,423.2049865722656,436.11199951171875,421.1319885253906,435.7510070800781,30627700
2014-09-25 00:00:00+00:00,411.5740051269531,411.5740051269531,423.5199890136719,409.4679870605469,423.1560059,26814400
2014-09-26 00:00:00+00:00,404.42498779296875,404.42498779296875,414.9379883,400.0090026855469,411.4289855957031,21460800
2014-09-27 00:00:00+00:00,399.5199890136719,399.5199890136719,406.62298583984375,397.37200927734375,403.5559997558594,15029300
2014-09-28 00:00:00+00:00,377.1809997558594,377.1809997558594,401.0169982910156,374.3320007324219,399.47100830078125,23613300
2014-09-29 00:00:00+00:00,375.4670104980469,375.4670104980469,385.21099853515625,372.2399902,376.9280090332031,32497700
2014-09-30 00:00:00+00:00,386.9440002441406,386.9440002441406,390.97698974609375,373.4429931640625,376.0880126953125,34707300
2014-10-01 00:00:00+00:00,383.6149902,383.6149902,391.3789978027344,380.7799987792969,387.427002,26229400
2014-10-02 00:00:00+00:00,375.0719909667969,375.0719909667969,385.49700927734375,372.9460144042969,383.9880065917969,21777700
2014-10-03 00:00:00+00:00,359.5119934082031,359.5119934082031,377.69500732421875,357.8590087890625,375.1809997558594,30901200
2014-10-04 00:00:00+00:00,328.8659973144531,328.8659973144531,364.48699951171875,325.8859863,359.8919982910156,47236500
2014-10-05 00:00:00+00:00,320.5100098,320.5100098,341.8009948730469,289.2959899902344,328.9159851074219,83308096
2014-10-06 00:00:00+00:00,330.0790100097656,330.0790100097656,345.1340026855469,302.55999755859375,320.3890075683594,79011800
2014-10-07 00:00:00+00:00,336.1870117,336.1870117,339.24700927734375,320.48199462890625,330.5840148925781,49199900
2014-10-08 00:00:00+00:00,352.94000244140625,352.94000244140625,354.3640137,327.1879883,336.1159973144531,54736300
2014-10-09 00:00:00+00:00,365.0260009765625,365.0260009765625,382.72601318359375,347.6870117,352.74798583984375,83641104
2014-10-10 00:00:00+00:00,361.5620117,361.5620117,375.0669860839844,352.9630126953125,364.6870117,43665700
2014-10-11 00:00:00+00:00,362.29901123046875,362.29901123046875,367.1910095214844,355.95098876953125,361.36199951171875,13345200
2014-10-12 00:00:00+00:00,378.54901123046875,378.54901123046875,379.4330139160156,356.1440124511719,362.6059875488281,17552800
2014-10-13 00:00:00+00:00,390.41400146484375,390.41400146484375,397.22601318359375,368.8970031738281,377.9209899902344,35221400
2014-10-14 00:00:00+00:00,400.8699951171875,400.8699951171875,411.697998,391.3240051269531,391.6919860839844,38491500
2014-10-15 00:00:00+00:00,394.77301025390625,394.77301025390625,402.22698974609375,388.7659912109375,400.9549865722656,25267100
2014-10-16 00:00:00+00:00,382.5559997558594,382.5559997558594,398.8070068359375,373.07000732421875,394.51800537109375,26990000
2014-10-17 00:00:00+00:00,383.75799560546875,383.75799560546875,385.4779968261719,375.3890075683594,382.7560119628906,13600700
2014-10-18 00:00:00+00:00,391.4419860839844,391.4419860839844,395.1579895019531,378.97100830078125,383.97601318359375,11416800
2014-10-19 00:00:00+00:00,389.5459899902344,389.5459899902344,393.9389953613281,386.4570007324219,391.2539978027344,5914570
2014-10-20 00:00:00+00:00,382.8450012207031,382.8450012207031,390.0840148925781,378.25201416015625,389.2309875488281,16419000
2014-10-21 00:00:00+00:00,386.4750061035156,386.4750061035156,392.6459961,380.8340148925781,382.4209899902344,14188900
2014-10-22 00:00:00+00:00,383.1579895019531,383.1579895019531,388.57598876953125,382.2489929199219,386.1180114746094,11641300
2014-10-23 00:00:00+00:00,358.4169922,358.4169922,385.0480041503906,356.4469909667969,382.9620056152344,26456900
2014-10-24 00:00:00+00:00,358.3450012207031,358.3450012207031,364.3450012207031,353.30499267578125,358.59100341796875,15585700
